Date,Time,P_left,P_right,P_pipe,Q_left,Q_right,Q_pipe,VolumeL,VolumeR,VolumePipe,Qw,Dens_recirc,Dens_pipe,DesignIdx,StagesIdx,Design_desiredDens,VolumeLR,VolumeW,QVSource,Q_Slurry,Design_desiredSlurry,Design_Qw,CementValveSetValRecomend,CementValveOut,CementValveSetValMaxUser,Auto,PressAlarmVal,ValveGain,WaterSPGR,DensCement,CriteryDensChange,Dens_calculate,Q_LR,StageCode,V_org,Q_L_,Q_R_,Q_LR_,Q_,V_L_,V_R_,V_LR_,V_
5/29/2021,3:32:49,-0.022,0.502,-2.527,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,1.146,0.251,1.091,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:50,0.157,0.540,-2.513,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.251,1.092,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:51,0.248,0.557,-2.511,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.093,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:52,0.252,0.559,-2.511,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.094,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:53,0.331,0.620,-2.462,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.094,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:54,0.488,0.781,-2.33,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.096,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:55,0.477,0.757,-2.326,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.096,1.830,0.010,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:56,0.448,0.727,-2.325,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.096,1.830,0.010,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:57,0.541,0.820,-2.236,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.096,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:58,0.651,0.934,-2.143,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.095,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:32:59,0.689,0.966,-2.101,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0.000,0,0.000,0.25,1.093,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:33:0,0.770,1.056,-1.996,0.000,0.000,0,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0,0.000,0.25,1.092,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:33:1,0.901,1.176,-1.887,2.307,0.000,2.307,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0,0.000,0.25,1.092,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:33:2,0.982,1.262,-1.794,2.449,0.000,2.449,0.000,0.000,0.000,0.005,0.000,0.005,0.000,0,0.000,0.25,1.093,1.830,0.010,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:33:3,1.042,1.338,-1.713,2.499,0.000,2.499,0.000,0.000,0.000,0.008,0.000,0.008,0.000,0,0.000,0.25,1.092,1.830,0.010,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,3:33:4,1.115,1.418,-1.62,2.449,0.000,2.449,0.000,0.000,0.000,0.010,0.000,0.01,0.000,0,0.000,0.251,1.090,1.830,0.000,50.000,0.000,0.000,0.000,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
