Client,Bush,Well,Work,Data,Time
роро,-1,23,пкуеук,12:12:24
,,,,,16:07:02,6
,,,,,16:07:03,:
,,,,,16:07:04,0
,,,,,16:07:05,7
,,,,,16:07:06,:
,,,,,16:07:07,1
,,,,,16:07:08,9
,,,,,16:07:09,,
,,,,,16:07:10,0
,,,,,16:07:11,

,,,,,16:07:12,1
,,,,,16:07:13,6
,,,,,16:07:14,:
,,,,,16:07:15,0
,,,,,16:07:16,7
,,,,,16:07:17,:
,,,,,16:07:18,2
,,,,,16:07:19,0
,,,,,16:07:20,,
,,,,,16:07:21,3
,,,,,16:07:22,1
,,,,,16:07:23,3
,,,,,16:07:24,.
,,,,,16:07:25,7
,,,,,16:07:26,7
,,,,,16:07:27,2
,,,,,16:07:28,4
,,,,,16:07:29,6
,,,,,16:07:30,0
,,,,,16:07:31,9
,,,,,16:07:32,3
,,,,,16:07:33,7
,,,,,16:07:34,5
,,,,,16:07:35,

,,,,,16:07:36,1
,,,,,16:07:37,6
,,,,,16:07:38,:
,,,,,16:07:39,0
,,,,,16:07:40,7
,,,,,16:07:41,:
,,,,,16:07:42,2
,,,,,16:07:43,1
,,,,,16:07:44,,
,,,,,16:07:45,0
,,,,,16:07:46,

,,,,,16:07:47,1
,,,,,16:07:48,6
,,,,,16:07:49,:
,,,,,16:07:50,0
,,,,,16:07:51,7
,,,,,16:07:52,:
,,,,,16:07:53,2
,,,,,16:07:54,2
,,,,,16:07:55,,
,,,,,16:07:56,3
,,,,,16:07:57,6
,,,,,16:07:58,9
,,,,,16:07:59,.
,,,,,16:08:00,3
,,,,,16:08:01,0
,,,,,16:08:02,0
,,,,,16:08:03,0
,,,,,16:08:04,4
,,,,,16:08:05,8
,,,,,16:08:06,8
,,,,,16:08:07,2
,,,,,16:08:08,8
,,,,,16:08:09,1
,,,,,16:08:10,2
,,,,,16:08:11,5
,,,,,16:08:12,

,,,,,16:08:13,1
,,,,,16:08:14,6
,,,,,16:08:15,:
,,,,,16:08:16,0
,,,,,16:08:17,7
,,,,,16:08:18,:
,,,,,16:08:19,2
,,,,,16:08:20,3
,,,,,16:08:21,,
,,,,,16:08:22,5
,,,,,16:08:23,0
,,,,,16:08:24,0
,,,,,16:08:25,

,,,,,16:08:26,1
,,,,,16:08:27,6
,,,,,16:08:28,:
,,,,,16:08:29,0
,,,,,16:08:30,7
,,,,,16:08:31,:
,,,,,16:08:32,2
,,,,,16:08:33,4
,,,,,16:08:34,,
,,,,,16:08:35,3
,,,,,16:08:36,6
,,,,,16:08:37,6
,,,,,16:08:38,.
,,,,,16:08:39,3
,,,,,16:08:40,5
,,,,,16:08:41,9
,,,,,16:08:42,8
,,,,,16:08:43,0
,,,,,16:08:44,2
,,,,,16:08:45,2
,,,,,16:08:46,4
,,,,,16:08:47,6
,,,,,16:08:48,0
,,,,,16:08:49,9
,,,,,16:08:50,3
,,,,,16:08:51,7
,,,,,16:08:52,5
,,,,,16:08:53,

,,,,,16:08:54,1
,,,,,16:08:55,6
,,,,,16:08:56,:
,,,,,16:08:57,0
,,,,,16:08:58,7
,,,,,16:08:59,:
,,,,,16:09:00,2
,,,,,16:09:01,5
,,,,,16:09:02,,
,,,,,16:09:03,2
,,,,,16:09:04,4
,,,,,16:09:05,2
,,,,,16:09:06,.
,,,,,16:09:07,4
,,,,,16:09:08,0
,,,,,16:09:09,7
,,,,,16:09:10,7
,,,,,16:09:11,4
,,,,,16:09:12,5
,,,,,16:09:13,3
,,,,,16:09:14,6
,,,,,16:09:15,1
,,,,,16:09:16,3
,,,,,16:09:17,2
,,,,,16:09:18,8
,,,,,16:09:19,1
,,,,,16:09:20,2
,,,,,16:09:21,

,,,,,16:09:22,1
,,,,,16:09:23,6
,,,,,16:09:24,:
,,,,,16:09:25,0
,,,,,16:09:26,7
,,,,,16:09:27,:
,,,,,16:09:28,2
,,,,,16:09:29,6
,,,,,16:09:30,,
,,,,,16:09:31,5
,,,,,16:09:32,0
,,,,,16:09:33,0
,,,,,16:09:34,

,,,,,16:09:35,1
,,,,,16:09:36,6
,,,,,16:09:37,:
,,,,,16:09:38,0
,,,,,16:09:39,7
,,,,,16:09:40,:
,,,,,16:09:41,2
,,,,,16:09:42,7
,,,,,16:09:43,,
,,,,,16:09:44,5
,,,,,16:09:45,0
,,,,,16:09:46,0
,,,,,16:09:47,

,,,,,16:09:48,1
,,,,,16:09:49,6
,,,,,16:09:50,:
,,,,,16:09:51,0
,,,,,16:09:52,7
,,,,,16:09:53,:
,,,,,16:09:54,2
,,,,,16:09:55,8
,,,,,16:09:56,,
,,,,,16:09:57,1
,,,,,16:09:58,2
,,,,,16:09:59,6
,,,,,16:10:00,.
,,,,,16:10:01,9
,,,,,16:10:02,0
,,,,,16:10:03,0
,,,,,16:10:04,4
,,,,,16:10:05,3
,,,,,16:10:06,6
,,,,,16:10:07,4
,,,,,16:10:08,0
,,,,,16:10:09,1
,,,,,16:10:10,3
,,,,,16:10:11,6
,,,,,16:10:12,7
,,,,,16:10:13,1
,,,,,16:10:14,9
,,,,,16:10:15,

,,,,,16:10:16,1
,,,,,16:10:17,6
,,,,,16:10:18,:
,,,,,16:10:19,0
,,,,,16:10:20,7
,,,,,16:10:21,:
,,,,,16:10:22,2
,,,,,16:10:23,9
,,,,,16:10:24,,
,,,,,16:10:25,5
,,,,,16:10:26,0
,,,,,16:10:27,0
,,,,,16:10:28,

,,,,,16:10:29,1
,,,,,16:10:30,6
,,,,,16:10:31,:
,,,,,16:10:32,0
,,,,,16:10:33,7
,,,,,16:10:34,:
,,,,,16:10:35,3
,,,,,16:10:36,0
,,,,,16:10:37,,
,,,,,16:10:38,3
,,,,,16:10:39,4
,,,,,16:10:40,9
,,,,,16:10:41,.
,,,,,16:10:42,7
,,,,,16:10:43,4
,,,,,16:10:44,2
,,,,,16:10:45,8
,,,,,16:10:46,8
,,,,,16:10:47,9
,,,,,16:10:48,4
,,,,,16:10:49,0
,,,,,16:10:50,4
,,,,,16:10:51,2
,,,,,16:10:52,9
,,,,,16:10:53,6
,,,,,16:10:54,9
,,,,,16:10:55,

,,,,,16:10:56,1
,,,,,16:10:57,6
,,,,,16:10:58,:
,,,,,16:10:59,0
,,,,,16:11:00,7
,,,,,16:11:01,:
,,,,,16:11:02,3
,,,,,16:11:03,1
,,,,,16:11:04,,
,,,,,16:11:05,2
,,,,,16:11:06,7
,,,,,16:11:07,1
,,,,,16:11:08,.
,,,,,16:11:09,1
,,,,,16:11:10,1
,,,,,16:11:11,0
,,,,,16:11:12,9
,,,,,16:11:13,9
,,,,,16:11:14,2
,,,,,16:11:15,4
,,,,,16:11:16,3
,,,,,16:11:17,1
,,,,,16:11:18,6
,,,,,16:11:19,4
,,,,,16:11:20,0
,,,,,16:11:21,6
,,,,,16:11:22,

,,,,,16:11:23,1
,,,,,16:11:24,6
,,,,,16:11:25,:
,,,,,16:11:26,0
,,,,,16:11:27,7
,,,,,16:11:28,:
,,,,,16:11:29,3
,,,,,16:11:30,2
,,,,,16:11:31,,
,,,,,16:11:32,0
,,,,,16:11:33,

,,,,,16:11:34,1
,,,,,16:11:35,6
,,,,,16:11:36,:
,,,,,16:11:37,0
,,,,,16:11:38,7
,,,,,16:11:39,:
,,,,,16:11:40,3
,,,,,16:11:41,3
,,,,,16:11:42,,
,,,,,16:11:43,2
,,,,,16:11:44,8
,,,,,16:11:45,2
,,,,,16:11:46,.
,,,,,16:11:47,1
,,,,,16:11:48,2
,,,,,16:11:49,8
,,,,,16:11:50,9
,,,,,16:11:51,0
,,,,,16:11:52,6
,,,,,16:11:53,2
,,,,,16:11:54,5
